draw,seats,natl,AK,AL,AR,AZ,CO,DE,GA,GA-S,IA,ID,IL,KS,KY,LA,MA,ME,MI,MN,MS,MT,NC,NE,NH,NJ,NM,OK,OR,RI,SC,SD,TN,TX,VA,WV,WY
451,54,0.559203,0.474945,0.456336,0.239528,0.55867,0.526041,0.75957,0.512544,0.497203,0.563896,0.4272,0.642005,0.471531,0.503996,0.443656,0.674582,0.543334,0.571822,0.583602,0.471422,0.492154,0.540015,0.346998,0.590794,0.594029,0.556149,0.355751,0.666606,0.659734,0.44645,0.378487,0.38338,0.491199,0.595861,0.38684,0.311033
452,58,0.569348,0.511203,0.46984,0.602369,0.543438,0.618221,0.614158,0.541964,0.566561,0.466121,0.331679,0.726229,0.50291,0.452055,0.389025,0.744726,0.556102,0.629952,0.57765,0.580037,0.496145,0.556069,0.30321,0.626296,0.735944,0.61513,0.46393,0.66969,0.81117,0.612428,0.475156,0.478509,0.497371,0.645143,0.441741,0.373087
453,50,0.520231,0.45359,0.431043,0.349083,0.549774,0.483689,0.742375,0.527721,0.485569,0.470604,0.385426,0.61833,0.427583,0.442715,0.401363,0.629907,0.505922,0.49328,0.545334,0.38744,0.486893,0.527418,0.330159,0.522068,0.596333,0.511524,0.325159,0.612145,0.645131,0.389278,0.409477,0.364621,0.43816,0.55422,0.334083,0.276461
454,52,0.522554,0.486588,0.418232,0.306904,0.484659,0.57878,0.670222,0.523245,0.466141,0.509702,0.422985,0.658004,0.43046,0.470583,0.356914,0.608416,0.529387,0.548783,0.542552,0.409816,0.483134,0.537298,0.279882,0.642432,0.695717,0.584399,0.398407,0.640396,0.771287,0.474769,0.36464,0.415215,0.477149,0.557269,0.365031,0.374579
455,55,0.539069,0.479868,0.442817,0.361012,0.560358,0.578335,0.700134,0.55163,0.54556,0.524147,0.388652,0.663289,0.43219,0.390386,0.372841,0.622119,0.577497,0.596503,0.531966,0.446186,0.605521,0.512006,0.330341,0.612751,0.667525,0.559475,0.408981,0.593874,0.748454,0.497982,0.422931,0.344999,0.428446,0.597675,0.390733,0.329467
456,53,0.541407,0.517024,0.460792,0.393915,0.555825,0.585374,0.743546,0.550732,0.454765,0.433035,0.313715,0.650654,0.432065,0.440579,0.334765,0.667284,0.55254,0.562574,0.531136,0.47086,0.418921,0.528438,0.306552,0.602881,0.615573,0.599702,0.375835,0.615283,0.699518,0.495246,0.429895,0.403605,0.490812,0.576902,0.381346,0.32364
457,49,0.529345,0.42304,0.371141,0.374557,0.487974,0.498253,0.623514,0.449811,0.531563,0.516694,0.417265,0.659288,0.451647,0.424775,0.402488,0.585854,0.470907,0.590115,0.591716,0.43051,0.504482,0.432419,0.283754,0.554865,0.668296,0.494496,0.343495,0.529876,0.765823,0.408953,0.343006,0.356824,0.408054,0.597552,0.367785,0.296092
458,48,0.52434,0.433373,0.378539,0.381741,0.48206,0.466391,0.611064,0.476743,0.535788,0.489259,0.40306,0.692741,0.481189,0.400204,0.410892,0.624558,0.470639,0.548251,0.548405,0.412407,0.447552,0.440181,0.284599,0.539981,0.644109,0.50303,0.376869,0.613143,0.751371,0.386074,0.365397,0.404472,0.432412,0.560811,0.372046,0.303362
459,50,0.545502,0.463654,0.451016,0.445569,0.517388,0.588644,0.642687,0.473477,0.485399,0.483257,0.374107,0.67547,0.437015,0.520412,0.377158,0.723772,0.553425,0.537207,0.559723,0.493422,0.444278,0.461895,0.270583,0.595979,0.637192,0.485211,0.400722,0.572525,0.812425,0.482973,0.360369,0.395227,0.48501,0.595904,0.343394,0.300405
460,55,0.548053,0.492072,0.457485,0.46991,0.559639,0.537231,0.663123,0.475454,0.504178,0.535721,0.381528,0.752312,0.479218,0.477381,0.339739,0.674824,0.550174,0.535977,0.592424,0.504403,0.491744,0.507082,0.310864,0.622458,0.629153,0.532032,0.362839,0.644543,0.760122,0.539574,0.385778,0.401829,0.468205,0.63911,0.320726,0.279424
461,52,0.547739,0.513454,0.485393,0.338161,0.469338,0.588978,0.734554,0.51872,0.532923,0.480156,0.367234,0.692963,0.423714,0.40973,0.362056,0.659358,0.585151,0.587031,0.587744,0.462446,0.463122,0.490546,0.348049,0.557548,0.67818,0.499005,0.400391,0.63824,0.719763,0.510922,0.43287,0.424219,0.494976,0.565104,0.433806,0.39295
462,52,0.539233,0.447664,0.399335,0.520344,0.558263,0.465836,0.613177,0.460448,0.496308,0.508039,0.385709,0.551889,0.495849,0.447062,0.391514,0.667309,0.52876,0.534429,0.5575,0.456575,0.467269,0.52171,0.236816,0.623562,0.615389,0.533284,0.347185,0.58474,0.735659,0.472257,0.391153,0.416389,0.410311,0.626235,0.300599,0.259124
463,50,0.545669,0.494108,0.456554,0.410631,0.474798,0.597758,0.712094,0.493397,0.513767,0.450495,0.359372,0.720061,0.406955,0.409337,0.383627,0.624512,0.514404,0.586504,0.551305,0.445182,0.476036,0.45282,0.365664,0.528232,0.650675,0.527472,0.391178,0.609402,0.753089,0.421431,0.404987,0.387451,0.474479,0.530622,0.409256,0.355228
464,54,0.54261,0.439035,0.39734,0.376539,0.543142,0.510061,0.645338,0.607613,0.502854,0.516234,0.358907,0.585605,0.479075,0.459463,0.421596,0.685227,0.499512,0.519578,0.565805,0.433221,0.493531,0.521014,0.22456,0.63884,0.631058,0.557224,0.372074,0.553252,0.714763,0.510149,0.395961,0.410156,0.423505,0.650197,0.332728,0.303366
465,49,0.532457,0.470947,0.529399,0.401947,0.489423,0.51785,0.756375,0.461617,0.498848,0.431972,0.283476,0.634389,0.432091,0.415188,0.311887,0.657601,0.510572,0.571561,0.584215,0.400202,0.463205,0.546483,0.377232,0.484619,0.634862,0.589292,0.355908,0.625051,0.721213,0.418073,0.42158,0.439291,0.485775,0.478374,0.409004,0.33649
466,57,0.557076,0.505325,0.436601,0.307121,0.570127,0.563582,0.606444,0.583374,0.549287,0.556838,0.418763,0.680701,0.484337,0.473147,0.471102,0.690625,0.578423,0.540508,0.572928,0.432358,0.503709,0.517012,0.254095,0.680582,0.66298,0.536964,0.387658,0.629165,0.746166,0.559667,0.38528,0.3765,0.426837,0.704362,0.352894,0.329233
467,45,0.530367,0.468467,0.44903,0.328041,0.45861,0.487379,0.735202,0.422836,0.445321,0.429296,0.35871,0.622613,0.410282,0.404824,0.316279,0.621426,0.452478,0.558557,0.560573,0.474971,0.45918,0.45388,0.310306,0.481281,0.630887,0.549372,0.352233,0.628421,0.73255,0.373194,0.408054,0.411423,0.456397,0.481978,0.390901,0.309873
468,57,0.555766,0.481744,0.422605,0.507704,0.576666,0.580547,0.60792,0.590226,0.538473,0.577285,0.351303,0.732226,0.46739000000000003,0.504058,0.437425,0.686598,0.593403,0.559654,0.581425,0.46675,0.469574,0.603625,0.31108,0.676056,0.642348,0.568806,0.42108,0.590486,0.696334,0.566389,0.366369,0.406384,0.468448,0.686905,0.322296,0.310817
469,58,0.559246,0.50876999999999994,0.452321,0.4656,0.580091,0.57111,0.66476,0.548179,0.527971,0.538017,0.374489,0.714505,0.482012,0.53744,0.438646,0.670259,0.557171,0.594045,0.60057,0.43075599999999997,0.480912,0.598985,0.243342,0.611965,0.611228,0.580155,0.409538,0.601829,0.634286,0.541056,0.410693,0.473899,0.519048,0.639387,0.359344,0.285368
470,54,0.543502,0.445794,0.429569,0.503483,0.560111,0.546455,0.630614,0.576067,0.518918,0.515576,0.337772,0.656155,0.468312,0.508733,0.413057,0.67352,0.519335,0.571898,0.545096,0.45731,0.418312,0.477727,0.301391,0.51401,0.660438,0.499559,0.377505,0.599218,0.626819,0.477547,0.395499,0.404959,0.498896,0.616268,0.298482,0.255044
471,56,0.541109,0.449215,0.42706,0.51252,0.559922,0.536628,0.596954,0.578783,0.521535,0.515646,0.357774,0.702038,0.452163,0.52249,0.428879,0.689266,0.505223,0.553862,0.550111,0.446959,0.443487,0.479417,0.259243,0.520965,0.659543,0.515859,0.384383,0.608638,0.681773,0.478144,0.405267,0.411183,0.505388,0.621011,0.305632,0.26673
472,54,0.526536,0.471573,0.429021,0.272868,0.474725,0.522035,0.730161,0.461666,0.501211,0.468263,0.403607,0.65352,0.540927,0.440264,0.336418,0.678461,0.542838,0.501231,0.531219,0.506143,0.537006,0.523931,0.268917,0.621963,0.689578,0.63686,0.410705,0.582002,0.693881,0.443416,0.376399,0.443298,0.392474,0.56172,0.316009,0.320755
473,52,0.528409,0.477535,0.455439,0.260234,0.519553,0.528214,0.714365,0.474409,0.498127,0.447795,0.422606,0.666854,0.548053,0.452882,0.366142,0.713883,0.537546,0.499725,0.547723,0.497407,0.528144,0.528423,0.263329,0.643301,0.675955,0.684396,0.425954,0.620715,0.677474,0.474737,0.36931,0.437847,0.385314,0.597945,0.354523,0.328688
474,57,0.546693,0.47908,0.44052,0.429156,0.599161,0.606148,0.741436,0.548798,0.51117,0.482371,0.45015,0.695563,0.584395,0.435691,0.344951,0.743808,0.5479,0.531381,0.572684,0.504754,0.523959,0.58119,0.291911,0.610083,0.68786,0.689257,0.455489,0.645492,0.628548,0.531476,0.41172,0.389464,0.482208,0.620503,0.397858,0.338878
475,56,0.547568,0.484734,0.43453,0.333102,0.604038,0.611942,0.74173,0.550401,0.497769,0.502617,0.432934,0.690421,0.575346,0.432665,0.330583,0.745073,0.54704,0.51951,0.592747,0.497527,0.522673,0.581087,0.312853,0.622954,0.696303,0.678585,0.458576,0.638887,0.576869,0.538827,0.385699,0.391789,0.479332,0.61477,0.395938,0.361009
476,57,0.540122,0.481784,0.433739,0.444512,0.620164,0.610357,0.728575,0.546559,0.52491,0.513824,0.389092,0.683411,0.580076,0.46788,0.414455,0.726163,0.595771,0.529426,0.589218,0.481788,0.514232,0.57119,0.320164,0.648694,0.651485,0.669162,0.437189,0.590784,0.59836,0.503744,0.371002,0.409404,0.47083,0.633381,0.377852,0.328466
477,51,0.514113,0.50563,0.428103,0.293537,0.431312,0.510862,0.685777,0.500809,0.497914,0.515071,0.32844,0.656812,0.37502,0.415288,0.365202,0.619303,0.483231,0.531332,0.579831,0.421636,0.434173,0.472886,0.328154,0.561437,0.636953,0.505663,0.338062,0.601259,0.818112,0.484996,0.42542,0.42968,0.378454,0.53824,0.354579,0.338661
478,50,0.527021,0.502715,0.388912,0.367003,0.415685,0.526748,0.697143,0.471055,0.52507,0.542398,0.330875,0.677784,0.37813,0.409928,0.401526,0.613406,0.489213,0.499209,0.589903,0.414612,0.478403,0.453674,0.303623,0.525964,0.644512,0.525159,0.359003,0.666316,0.81665,0.474712,0.405558,0.42161,0.390727,0.565949,0.361452,0.366066
479,55,0.543821,0.481053,0.419904,0.37069,0.507628,0.553924,0.717343,0.481641,0.585119,0.507338,0.31701,0.656296,0.400716,0.489638,0.345467,0.672887,0.543279,0.503843,0.581987,0.460964,0.54859,0.469061,0.28477,0.557254,0.702954,0.522992,0.378967,0.646779,0.743758,0.512674,0.440607,0.516678,0.467178,0.608701,0.40286,0.324574
480,54,0.539464,0.477991,0.481067,0.440335,0.506181,0.541398,0.647489,0.529418,0.501868,0.492833,0.398549,0.630593,0.515327,0.434026,0.438281,0.691913,0.522447,0.620152,0.573923,0.388078,0.421333,0.496427,0.280803,0.58428,0.6161,0.533684,0.328802,0.554643,0.717291,0.511066,0.389882,0.352537,0.498176,0.612191,0.330839,0.303649
481,56,0.535455,0.516963,0.416343,0.326994,0.534851,0.493013,0.675752,0.536891,0.526857,0.495612,0.395083,0.680783,0.393306,0.472103,0.359347,0.670457,0.59102,0.528713,0.563053,0.523253,0.52735,0.560655,0.338315,0.59999,0.678798,0.563331,0.446829,0.714371,0.716895,0.467593,0.396322,0.508901,0.472555,0.600474,0.442112,0.36416
482,57,0.548333,0.494166,0.423795,0.412355,0.547686,0.525346,0.703335,0.484734,0.55746,0.534917,0.408549,0.66778,0.411191,0.488226,0.424317,0.678299,0.599975,0.532531,0.609421,0.52795,0.528545,0.566234,0.345532,0.602123,0.607659,0.573611,0.390166,0.691339,0.705169,0.508026,0.393054,0.402724,0.509232,0.640608,0.442348,0.422117
483,50,0.534537,0.473874,0.455301,0.486355,0.472556,0.554951,0.669865,0.52106,0.447697,0.457519,0.318932,0.651133,0.477823,0.421971,0.365786,0.664356,0.494149,0.576397,0.512242,0.417918,0.44748,0.518868,0.248451,0.53421,0.676457,0.53815,0.367396,0.576561,0.784933,0.450276,0.417606,0.401219,0.445031,0.557593,0.315604,0.251347
484,52,0.544198,0.499746,0.473495,0.485052,0.492843,0.569556,0.68659,0.516372,0.46542,0.458937,0.334497,0.667261,0.501512,0.441772,0.357917,0.696482,0.511027,0.575785,0.534862,0.390177,0.46021,0.532409,0.266636,0.558786,0.67187,0.584007,0.41006,0.583773,0.770386,0.477169,0.451464,0.410061,0.453703,0.570584,0.349194,0.273375
485,54,0.528169,0.478865,0.453553,0.33012,0.533439,0.524331,0.722443,0.514686,0.542028,0.52789,0.377071,0.636057,0.393605,0.438328,0.459741,0.670202,0.604976,0.553847,0.580818,0.49764,0.489089,0.51455,0.322457,0.616622,0.626962,0.534225,0.340359,0.657419,0.70702,0.498132,0.379468,0.377237,0.485567,0.622713,0.383,0.40696
486,55,0.543457,0.496204,0.399388,0.478441,0.481415,0.56346,0.682879,0.574443,0.557902,0.470623,0.401556,0.658203,0.423631,0.528527,0.420024,0.709681,0.629229,0.578468,0.573184,0.416708,0.524024,0.625227,0.3612,0.625764,0.683316,0.501584,0.405984,0.592228,0.709323,0.437837,0.501593,0.425364,0.433977,0.588525,0.408666,0.348814
487,55,0.540768,0.480742,0.398761,0.302219,0.549475,0.569665,0.646872,0.554928,0.487046,0.54734,0.268676,0.672732,0.431793,0.428318,0.416645,0.689181,0.568346,0.530154,0.607484,0.501501,0.528678,0.609355,0.351627,0.581518,0.685642,0.531832,0.443775,0.568513,0.766116,0.419128,0.372445,0.428346,0.480639,0.604953,0.35257,0.291449
488,50,0.525609,0.481964,0.452088,0.345364,0.485702,0.613663,0.583203,0.518744,0.49200700000000003,0.448159,0.312494,0.638241,0.424969,0.488424,0.291067,0.681955,0.574939,0.536425,0.564031,0.427285,0.43714,0.56981,0.264075,0.450327,0.656349,0.581228,0.356932,0.59983,0.662043,0.437525,0.483762,0.425396,0.4853,0.537662,0.359465,0.321203
489,55,0.560455,0.495685,0.426522,0.507048,0.566535,0.493978,0.736463,0.518461,0.548444,0.513847,0.452501,0.695147,0.498398,0.395414,0.512973,0.665468,0.477601,0.629804,0.575585,0.499218,0.539482,0.469612,0.300772,0.67204,0.644324,0.541881,0.435277,0.638973,0.76679,0.510128,0.323807,0.427628,0.479216,0.631291,0.427155,0.35937
490,45,0.523435,0.436863,0.42105,0.348019,0.433506,0.501271,0.662616,0.437465,0.45585,0.434233,0.343131,0.577641,0.383644,0.447961,0.25336,0.593477,0.440566,0.465131,0.513164,0.428134,0.4098,0.462864,0.371276,0.452867,0.582796,0.479111,0.344237,0.541956,0.523911,0.472996,0.385339,0.404132,0.372494,0.541767,0.317156,0.330033
491,47,0.530588,0.490214,0.397238,0.385482,0.447257,0.495177,0.679309,0.455303,0.526599,0.450406,0.348106,0.629133,0.471441,0.452142,0.334349,0.702723,0.460895,0.499296,0.508845,0.444534,0.396976,0.566788,0.23953,0.535335,0.680775,0.471147,0.327931,0.606675,0.859535,0.462771,0.329037,0.40827599999999997,0.392347,0.567485,0.339883,0.328046
492,57,0.556686,0.517913,0.521822,0.486232,0.580288,0.574696,0.712795,0.497142,0.455544,0.528372,0.385643,0.63952,0.456525,0.50159,0.428857,0.697942,0.582745,0.575557,0.608286,0.489359,0.558814,0.512284,0.40614,0.631023,0.610028,0.556207,0.44004,0.633668,0.515158,0.585943,0.467357,0.445674,0.479607,0.619552,0.41579,0.308319
493,55,0.554258,0.572676,0.472005,0.360081,0.542028,0.582881,0.753836,0.572997,0.504871,0.4444,0.401804,0.681024,0.463333,0.46964,0.42438,0.695935,0.539198,0.585231,0.565225,0.487799,0.49412,0.54352,0.353601,0.571101,0.701996,0.620594,0.363019,0.672659,0.828291,0.481755,0.486549,0.404593,0.502023,0.579072,0.463873,0.342548
494,50,0.547768,0.422513,0.421915,0.452352,0.48919,0.496669,0.668773,0.560443,0.479006,0.526458,0.300325,0.654943,0.409591,0.474039,0.326355,0.668111,0.470129,0.55697,0.587921,0.377349,0.451581,0.550727,0.34448,0.581317,0.617982,0.524445,0.436521,0.618934,0.715337,0.437429,0.401584,0.339793,0.406238,0.609851,0.295529,0.28838
495,51,0.540143,0.481981,0.427549,0.47785300000000003,0.566367,0.527971,0.714804,0.515725,0.486891,0.425007,0.304954,0.679106,0.411338,0.383482,0.396898,0.597103,0.572045,0.510177,0.55321,0.430794,0.401386,0.503908,0.387787,0.635088,0.628032,0.498878,0.384569,0.637665,0.677085,0.434029,0.370198,0.344877,0.437903,0.605214,0.337496,0.283818
496,51,0.543519,0.463507,0.426369,0.298851,0.490975,0.538793,0.753577,0.52042,0.505174,0.455821,0.321431,0.631448,0.400988,0.401313,0.379786,0.626001,0.545506,0.488255,0.518981,0.481528,0.418112,0.502385,0.320207,0.615837,0.705654,0.519948,0.383359,0.615886,0.798234,0.452651,0.357145,0.429212,0.455825,0.614147,0.365129,0.256261
497,58,0.559763,0.553666,0.519508,0.425929,0.619119,0.58587,0.63621,0.555072,0.541829,0.550453,0.323558,0.630779,0.458362,0.483872,0.432814,0.71258,0.633483,0.619718,0.578306,0.528652,0.578703,0.55171,0.316979,0.599698,0.660215,0.594715,0.403884,0.632855,0.75606,0.480951,0.444139,0.436944,0.470489,0.58649,0.431744,0.413013
498,49,0.539467,0.428827,0.410468,0.365505,0.47716,0.565524,0.739966,0.490599,0.530336,0.449585,0.372529,0.652707,0.46944,0.421622,0.261606,0.606756,0.477294,0.522364,0.548649,0.430805,0.438677,0.540796,0.302514,0.583004,0.653032,0.478123,0.393202,0.636145,0.702604,0.47513,0.365832,0.416689,0.482094,0.612682,0.345155,0.26564
499,49,0.535059,0.425706,0.39618,0.350568,0.480691,0.548754,0.71862,0.490162,0.509439,0.460461,0.372852,0.652401,0.454834,0.421239,0.23354,0.62458,0.490121,0.543082,0.51013,0.416349,0.445311,0.519036,0.265847,0.554784,0.657787,0.476961,0.402294,0.6527,0.70945,0.472572,0.312989,0.405146,0.478847,0.599108,0.362627,0.269823
500,53,0.550508,0.52089,0.490204,0.494359,0.538485,0.547692,0.692943,0.448544,0.469097,0.467099,0.330298,0.692984,0.437378,0.431332,0.474862,0.677242,0.599624,0.509733,0.609637,0.509826,0.505232,0.49897,0.293969,0.610709,0.61202,0.538731,0.386559,0.619218,0.779461,0.472691,0.462601,0.394119,0.436465,0.569208,0.435754,0.336539
501,54,0.535503,0.453818,0.377176,0.328082,0.5053,0.511217,0.628977,0.536693,0.528875,0.556376,0.328559,0.610777,0.462396,0.445898,0.286608,0.658332,0.513832,0.602736,0.519438,0.421571,0.476378,0.503273,0.338991,0.542908,0.635732,0.555507,0.362984,0.593357,0.685818,0.476431,0.330587,0.402056,0.476568,0.63239,0.307526,0.312059
502,55,0.545886,0.465153,0.413061,0.302076,0.52882,0.577049,0.68735,0.500179,0.53409,0.540528,0.397775,0.661892,0.441445,0.43557,0.277721,0.673438,0.514937,0.60949,0.52064,0.482333,0.518222,0.519108,0.303269,0.611032,0.610459,0.540272,0.364037,0.580161,0.671815,0.456008,0.351705,0.454784,0.451197,0.580048,0.401914,0.237869
503,53,0.53586,0.481996,0.44234,0.465172,0.533824,0.505511,0.659202,0.554612,0.486474,0.526021,0.347818,0.659324,0.476553,0.435455,0.319786,0.663142,0.569744,0.553387,0.578331,0.443913,0.490111,0.521145,0.329609,0.596208,0.685468,0.555747,0.389412,0.6721,0.664858,0.404933,0.393543,0.477235,0.42154,0.613798,0.412296,0.29162
504,53,0.545295,0.450939,0.458462,0.325027,0.508515,0.549817,0.692294,0.492428,0.556874,0.535086,0.372685,0.681333,0.440441,0.46504,0.420438,0.610018,0.604976,0.597681,0.579747,0.426875,0.455257,0.536124,0.311461,0.594879,0.673749,0.568298,0.364622,0.606975,0.785403,0.472907,0.379646,0.381336,0.458927,0.628479,0.436107,0.308484
505,54,0.559466,0.498907,0.454963,0.435402,0.503017,0.551379,0.695611,0.522957,0.561961,0.539361,0.365806,0.696536,0.496304,0.482015,0.407793,0.618716,0.602747,0.602695,0.618359,0.490145,0.460963,0.547737,0.276455,0.551641,0.66763,0.561947,0.331156,0.68471,0.74849,0.464609,0.393106,0.347937,0.487743,0.603544,0.415836,0.380661
506,56,0.559335,0.513204,0.458298,0.474399,0.525958,0.58335,0.709712,0.52933,0.546197,0.533905,0.350705,0.677937,0.502378,0.475757,0.430642,0.639808,0.580512,0.5905,0.613494,0.467352,0.454252,0.559005,0.308953,0.569318,0.667166,0.611521,0.349667,0.722297,0.809956,0.430223,0.366559,0.374555,0.495902,0.583475,0.423118,0.39887
507,56,0.564685,0.51296,0.453638,0.293031,0.531266,0.573874,0.739515,0.511845,0.633584,0.487576,0.425743,0.702622,0.399806,0.51536,0.432065,0.687203,0.582937,0.595648,0.654333,0.41577,0.521056,0.619874,0.316358,0.56285,0.635192,0.602229,0.403885,0.589309,0.828484,0.457625,0.481571,0.413982,0.454734,0.607624,0.349999,0.413196
508,48,0.522238,0.447988,0.419121,0.456487,0.471554,0.505601,0.604358,0.474961,0.404669,0.457736,0.309412,0.573851,0.454858,0.390929,0.324693,0.675298,0.481325,0.544337,0.468366,0.473017,0.434432,0.379604,0.29581,0.583124,0.672598,0.546191,0.368937,0.654664,0.638373,0.526998,0.307592,0.404743,0.451156,0.599538,0.396825,0.255063
509,48,0.538373,0.44936,0.471046,0.303934,0.481552,0.464607,0.661402,0.473647,0.474445,0.439841,0.399151,0.639726,0.474769,0.468611,0.307878,0.642651,0.540201,0.486723,0.59728,0.44883,0.367509,0.45925,0.272728,0.565678,0.640342,0.522147,0.351299,0.591256,0.750935,0.512694,0.327433,0.379556,0.468848,0.537361,0.405437,0.269676
510,51,0.552627,0.454947,0.481362,0.200685,0.480814,0.548642,0.734776,0.478323,0.506933,0.471492,0.458108,0.680958,0.461142,0.428442,0.333986,0.666717,0.498127,0.521037,0.591973,0.432439,0.475985,0.478158,0.288718,0.558035,0.620533,0.550817,0.438696,0.671778,0.664287,0.508006,0.418809,0.429513,0.513322,0.55171,0.421961,0.294933
511,55,0.523792,0.537467,0.457799,0.649971,0.54231,0.459785,0.636843,0.544108,0.469679,0.501528,0.345237,0.627207,0.460408,0.455226,0.379103,0.682037,0.564343,0.587628,0.563007,0.558787,0.486877,0.523476,0.35003,0.586516,0.692009,0.549413,0.391595,0.578022,0.774231,0.497221,0.421004,0.389363,0.432272,0.635022,0.362419,0.387856
512,49,0.513913,0.48502,0.396964,0.267767,0.424998,0.454782,0.637719,0.514351,0.436713,0.463926,0.362629,0.620072,0.408501,0.3961,0.410506,0.618405,0.608381,0.555829,0.504448,0.43865,0.400421,0.47676,0.221371,0.543387,0.587161,0.563448,0.394434,0.546728,0.63983,0.445946,0.405398,0.351354,0.419598,0.549563,0.37384,0.273673
513,60,0.576998,0.476319,0.502928,0.652347,0.646157,0.582639,0.79641,0.533734,0.579627,0.541873,0.395236,0.695329,0.514872,0.471935,0.407312,0.732254,0.495625,0.603274,0.635445,0.52735,0.564303,0.564092,0.425472,0.626099,0.713637,0.538464,0.421348,0.675973,0.861094,0.527294,0.460251,0.470568,0.523538,0.625902,0.39305,0.414892
514,53,0.536571,0.479697,0.406893,0.278199,0.466295,0.559157,0.694936,0.554496,0.478265,0.539829,0.399978,0.697961,0.446718,0.505282,0.434526,0.688958,0.570236,0.604669,0.55277,0.470266,0.483783,0.506171,0.315506,0.595882,0.630766,0.526876,0.351805,0.614088,0.719895,0.453561,0.441902,0.420707,0.481129,0.622554,0.332646,0.336452
515,51,0.546966,0.438352,0.442645,0.377193,0.485827,0.558645,0.668246,0.559281,0.479232,0.432446,0.424612,0.703673,0.477053,0.384867,0.446207,0.723521,0.522862,0.591715,0.551877,0.478294,0.463221,0.458363,0.359386,0.616938,0.674361,0.571233,0.357653,0.529633,0.766116,0.450534,0.455915,0.441051,0.500285,0.616644,0.408218,0.350395
516,54,0.555768,0.547168,0.439569,0.464379,0.504354,0.577071,0.696876,0.531525,0.510969,0.547889,0.344722,0.746088,0.44682,0.463193,0.402676,0.647139,0.54321,0.590352,0.587409,0.451402,0.497529,0.466883,0.236803,0.546953,0.645465,0.542474,0.395952,0.659658,0.698381,0.490408,0.409065,0.432987,0.46759,0.679173,0.351643,0.341783
517,55,0.543682,0.5328,0.38152,0.300932,0.556548,0.598142,0.670436,0.555884,0.52387,0.534582,0.335978,0.741847,0.426501,0.466934,0.412858,0.682888,0.566914,0.582515,0.564398,0.46665,0.469048,0.523773,0.273047,0.570558,0.680219,0.551362,0.353561,0.670264,0.643412,0.476469,0.359703,0.409367,0.419151,0.676383,0.369727,0.322135
518,52,0.54642,0.46124,0.411853,0.422599,0.398603,0.58880999999999994,0.664975,0.560532,0.504889,0.40421,0.313238,0.670481,0.472413,0.445356,0.487241,0.646719,0.472825,0.573855,0.571854,0.459484,0.445706,0.546284,0.287549,0.59672,0.632378,0.569309,0.397077,0.654556,0.831743,0.517441,0.34916,0.388695,0.466473,0.586396,0.429311,0.335054
519,51,0.534441,0.514598,0.471156,0.308647,0.617037,0.493035,0.699468,0.447107,0.493036,0.51877,0.350556,0.646181,0.440547,0.418921,0.277445,0.67586,0.575429,0.55413,0.548956,0.464155,0.484757,0.481993,0.302388,0.578012,0.634013,0.532062,0.380808,0.571306,0.793355,0.434592,0.36006,0.424974,0.447181,0.627378,0.300818,0.273329
520,49,0.526136,0.492276,0.419426,0.443422,0.557842,0.445113,0.681488,0.416717,0.467987,0.564326,0.349391,0.626392,0.41608,0.361728,0.267406,0.651946,0.489473,0.581608,0.533162,0.439882,0.441645,0.459595,0.304254,0.563232,0.634163,0.50701,0.372516,0.572368,0.645445,0.413871,0.363351,0.436764,0.414514,0.582983,0.365357,0.288976
521,54,0.552978,0.455098,0.446399,0.378991,0.51007,0.532963,0.666399,0.55089,0.526159,0.433258,0.421345,0.692557,0.450982,0.446094,0.384489,0.678365,0.516679,0.552142,0.600437,0.46354,0.499943,0.516842,0.355139,0.597605,0.678441,0.553181,0.389279,0.584061,0.777249,0.520276,0.424828,0.360367,0.484436,0.583164,0.38991,0.375274
522,57,0.539909,0.544015,0.454505,0.379932,0.574784,0.561317,0.743319,0.55804,0.521155,0.593337,0.375879,0.683332,0.485937,0.499269,0.456096,0.711976,0.553694,0.591949,0.578569,0.503187,0.472572,0.525148,0.347786,0.567734,0.628238,0.550529,0.400582,0.639085,0.694401,0.50818,0.40173,0.491973,0.489639,0.620702,0.417875,0.311147
523,60,0.548872,0.535701,0.46139,0.423963,0.585965,0.592851,0.786163,0.513059,0.537437,0.568165,0.373748,0.708202,0.47622,0.499251,0.415619,0.694597,0.517824,0.577262,0.575072,0.507287,0.53446,0.540439,0.286262,0.59187,0.627895,0.577932,0.378403,0.65355,0.769496,0.508545,0.379096,0.497862,0.503604,0.616276,0.516079,0.326576
524,55,0.543305,0.535819,0.469081,0.410459,0.579888,0.571816,0.714522,0.487376,0.532627,0.529611,0.319565,0.711785,0.494648,0.472173,0.382189,0.660551,0.520586,0.608923,0.586764,0.507882,0.482552,0.519154,0.301806,0.599397,0.630575,0.563838,0.387575,0.656501,0.778897,0.450653,0.432298,0.427505,0.477443,0.638511,0.425842,0.345342
525,51,0.545376,0.40681,0.441777,0.345243,0.453237,0.503429,0.703519,0.574352,0.493169,0.452702,0.395652,0.598928,0.439859,0.441573,0.410953,0.669883,0.517188,0.539524,0.568006,0.464356,0.484086,0.479026,0.313014,0.578224,0.660945,0.558916,0.406143,0.575029,0.655802,0.518298,0.367652,0.407155,0.448195,0.56559,0.333394,0.300887
