draw,seats,natl,AK,AL,AR,AZ,CO,DE,GA,GA-S,IA,ID,IL,KS,KY,LA,MA,ME,MI,MN,MS,MT,NC,NE,NH,NJ,NM,OK,OR,RI,SC,SD,TN,TX,VA,WV,WY
76,51,0.555952,0.448752,0.424436,0.407015,0.504902,0.485309,0.693892,0.50041,0.476349,0.532761,0.353192,0.645787,0.453163,0.43047,0.484527,0.697693,0.557721,0.568509,0.601001,0.389338,0.482182,0.535594,0.285876,0.604346,0.663693,0.497995,0.341381,0.656317,0.799291,0.463233,0.41326,0.45669,0.490387,0.535375,0.432187,0.342474
77,54,0.529443,0.519294,0.482906,0.385975,0.524078,0.556864,0.675501,0.504964,0.53793,0.467846,0.4255,0.663516,0.462329,0.42629,0.349035,0.621817,0.578243,0.584442,0.504531,0.529101,0.461459,0.563491,0.320234,0.594711,0.651866,0.493374,0.454186,0.590267,0.728702,0.485937,0.364323,0.39728,0.433085,0.650396,0.396315,0.361765
78,53,0.567455,0.432943,0.417727,0.537418,0.498965,0.536789,0.693489,0.513254,0.499151,0.521098,0.360395,0.658185,0.44505,0.472812,0.458165,0.690709,0.610922,0.556338,0.622512,0.400776,0.503745,0.482202,0.268185,0.555078,0.663015,0.631571,0.332199,0.613441,0.744593,0.494131,0.437713,0.39812,0.4776,0.586782,0.346206,0.303993
79,50,0.544559,0.496161,0.331916,0.386985,0.572279,0.501208,0.618389,0.439505,0.481908,0.446505,0.301866,0.600796,0.38056,0.406011,0.421436,0.627713,0.569359,0.473026,0.577391,0.39969,0.514043,0.422905,0.269655,0.547066,0.614928,0.544988,0.350665,0.654196,0.773899,0.492246,0.394561,0.316654,0.433987,0.566876,0.34907,0.258255
80,48,0.542189,0.471521,0.429382,0.393235,0.484392,0.46332,0.692882,0.464204,0.453658,0.512999,0.267583,0.613623,0.472401,0.434834,0.384252,0.703126,0.540377,0.583358,0.508427,0.464745,0.43612,0.492025,0.290975,0.581334,0.654916,0.473095,0.378389,0.550272,0.784986,0.474681,0.368207,0.400223,0.443903,0.531045,0.360236,0.335861
81,54,0.541899,0.499576,0.439816,0.483532,0.543806,0.590222,0.652086,0.548143,0.511599,0.454873,0.405035,0.687925,0.428942,0.457117,0.443476,0.617456,0.524912,0.536062,0.581242,0.459857,0.506561,0.506853,0.318282,0.563223,0.609151,0.600717,0.364376,0.637778,0.696811,0.494617,0.389861,0.372086,0.458327,0.642408,0.371775,0.292843
82,50,0.524779,0.40406,0.444089,0.478339,0.507292,0.553401,0.636057,0.474104,0.49386,0.481802,0.312875,0.657204,0.406152,0.466084,0.413258,0.6686,0.482729,0.564384,0.558255,0.470755,0.412497,0.518103,0.28234,0.569847,0.623458,0.561067,0.343105,0.613545,0.585969,0.465964,0.406654,0.327377,0.411632,0.624254,0.398971,0.2685
83,53,0.529625,0.425626,0.465679,0.501635,0.516795,0.599968,0.652879,0.479127,0.488729,0.466563,0.333109,0.656775,0.409563,0.487712,0.443804,0.663789,0.523722,0.59719,0.580855,0.526547,0.428155,0.535503,0.255045,0.57424,0.649156,0.557439,0.359941,0.638578,0.602475,0.484372,0.409924,0.3627,0.428255,0.639886,0.403037,0.291438
84,56,0.558298,0.478454,0.411013,0.302369,0.522092,0.527758,0.719727,0.453426,0.503119,0.510353,0.400842,0.682903,0.503715,0.42161,0.322024,0.697111,0.533433,0.530375,0.561845,0.425241,0.510704,0.457873,0.304706,0.587925,0.64455,0.505018,0.432974,0.611069,0.836704,0.532774,0.383056,0.45203,0.51631,0.553344,0.400217,0.409503
85,54,0.549462,0.454664,0.402263,0.502052,0.508638,0.520776,0.721198,0.539258,0.545161,0.504694,0.435698,0.661285,0.486811,0.496673,0.34804,0.728391,0.511665,0.636536,0.673413,0.489534,0.4736,0.489095,0.260793,0.58322,0.649219,0.6232,0.373028,0.554551,0.597099,0.483232,0.412654,0.447159,0.461859,0.616164,0.439255,0.43024
86,48,0.53034,0.463046,0.42137,0.323535,0.490012,0.474208,0.681649,0.479004,0.446412,0.456182,0.4082,0.627023,0.439848,0.450358,0.416348,0.623473,0.57229,0.558062,0.527879,0.42445,0.487788,0.487632,0.297375,0.593655,0.626418,0.458741,0.378572,0.656801,0.808223,0.517177,0.407806,0.328991,0.499648,0.626683,0.296163,0.299146
87,54,0.554687,0.492994,0.447382,0.47431,0.535371,0.46762,0.70141,0.490476,0.522111,0.525781,0.371836,0.726174,0.477482,0.423914,0.388059,0.671798,0.557361,0.585313,0.585386,0.484437,0.522214,0.609839,0.329,0.549531,0.69385,0.62498,0.434593,0.674518,0.797742,0.513664,0.441728,0.388572,0.42444,0.655692,0.429062,0.436859
88,51,0.516359,0.487826,0.399003,0.335505,0.514524,0.557123,0.642443,0.472901,0.521462,0.451437,0.317931,0.682293,0.444174,0.515151,0.37256,0.659558,0.542287,0.539745,0.521536,0.393013,0.451522,0.478554,0.239946,0.601321,0.613754,0.460159,0.386567,0.553274,0.613921,0.41636,0.333798,0.489789,0.465725,0.571161,0.312438,0.303607
89,52,0.535161,0.518984,0.383823,0.387307,0.51866,0.536678,0.676457,0.467473,0.507607,0.461165,0.350951,0.6345,0.436378,0.512749,0.401252,0.679277,0.577052,0.576127,0.589796,0.424362,0.445166,0.487296,0.270018,0.623431,0.636615,0.471342,0.391132,0.623364,0.745944,0.445204,0.394007,0.453935,0.47623,0.580861,0.350322,0.28079
90,50,0.531262,0.45539,0.439817,0.438712,0.529374,0.485768,0.695776,0.462277,0.4886,0.51443,0.341087,0.671066,0.421121,0.359697,0.303037,0.644325,0.523158,0.547967,0.52368,0.427246,0.467854,0.548867,0.287625,0.470844,0.614795,0.588757,0.367587,0.58851,0.61534,0.445226,0.395717,0.371484,0.422875,0.568962,0.338462,0.280831
91,54,0.546247,0.535896,0.466488,0.367265,0.552617,0.475352,0.766287,0.500978,0.45734,0.546726,0.398278,0.678198,0.44964,0.437159,0.329755,0.628387,0.507979,0.56209,0.620892,0.439621,0.514997,0.502148,0.263259,0.59922,0.631972,0.612867,0.327822,0.639606,0.67338,0.470654,0.404087,0.411376,0.437839,0.506833,0.372355,0.329904
92,52,0.545375,0.529326,0.462113,0.298585,0.530587,0.441696,0.727676,0.477297,0.446995,0.542561,0.376858,0.65293,0.440243,0.436347,0.349135,0.652049,0.517626,0.569675,0.613342,0.476513,0.489396,0.509041,0.276139,0.591207,0.637753,0.574546,0.319962,0.637663,0.604262,0.473098,0.380659,0.38057,0.457915,0.538249,0.350364,0.329107
93,57,0.549137,0.489832,0.478851,0.714491,0.554957,0.518068,0.683894,0.503159,0.530928,0.465166,0.398963,0.661041,0.445538,0.478251,0.408097,0.64947,0.535893,0.589214,0.556692,0.521759,0.565642,0.525812,0.316799,0.56493,0.70827,0.560743,0.414213,0.613392,0.763051,0.512325,0.413431,0.411497,0.445202,0.563041,0.38059,0.268795
94,48,0.53703,0.479516,0.385015,0.233126,0.4881,0.482622,0.652954,0.508179,0.465123,0.45569,0.315873,0.612984,0.4429,0.431074,0.331794,0.69492,0.503731,0.534393,0.519315,0.376622,0.490648,0.466957,0.241259,0.484152,0.567412,0.550073,0.40894200000000003,0.585282,0.667634,0.440036,0.381432,0.424088,0.410061,0.55704,0.440546,0.263006
95,56,0.553848,0.443816,0.491963,0.531263,0.496504,0.574109,0.656094,0.539763,0.498526,0.51447,0.398021,0.670654,0.44013,0.450216,0.424183,0.716209,0.529106,0.566786,0.579105,0.539644,0.489711,0.511344,0.368178,0.674265,0.721909,0.547393,0.346772,0.626894,0.787446,0.551869,0.421987,0.378104,0.505766,0.623605,0.320719,0.367206
96,56,0.553886,0.544164,0.482956,0.295538,0.553065,0.571916,0.701512,0.549527,0.554375,0.498568,0.386142,0.635852,0.46163,0.508052,0.422981,0.708504,0.545682,0.570827,0.584429,0.469238,0.438763,0.524701,0.270193,0.510724,0.627869,0.592471,0.38933,0.674015,0.747677,0.440127,0.415885,0.459494,0.550554,0.561349,0.394145,0.314711
97,55,0.558368,0.463063,0.438179,0.561081,0.491954,0.528196,0.683144,0.511522,0.53997,0.484318,0.396009,0.66014,0.49167,0.430091,0.387868,0.61937,0.54204,0.571224,0.606247,0.475162,0.593971,0.563331,0.348567,0.632169,0.712668,0.524962,0.402402,0.602403,0.720338,0.507201,0.395455,0.369689,0.499517,0.687262,0.382393,0.357165
98,55,0.536626,0.507231,0.434556,0.305147,0.560611,0.520108,0.65708,0.517223,0.480399,0.507206,0.31628,0.664444,0.44109,0.425059,0.347276,0.618749,0.501264,0.52035,0.525252,0.424767,0.45335,0.518723,0.235764,0.619593,0.593589,0.54001,0.371119,0.658876,0.761779,0.515947,0.374963,0.456199,0.437668,0.596224,0.443333,0.311131
99,59,0.552838,0.523439,0.455319,0.514889,0.523447,0.565914,0.758755,0.542885,0.543585,0.524053,0.336212,0.718607,0.472704,0.504067,0.426202,0.73812,0.575739,0.608724,0.633035,0.487525,0.514531,0.51547,0.336763,0.620737,0.711914,0.557745,0.410856,0.610489,0.736211,0.498213,0.472388,0.369741,0.520147,0.626603,0.3584,0.315832
100,51,0.532797,0.473121,0.435991,0.391668,0.529676,0.559796,0.757847,0.456892,0.535321,0.441687,0.292025,0.622034,0.478378,0.427455,0.412105,0.641967,0.485273,0.507366,0.556694,0.459094,0.424952,0.541625,0.271222,0.533176,0.65654,0.523752,0.423194,0.636882,0.804635,0.484844,0.388043,0.412524,0.470243,0.594172,0.340467,0.344526
101,56,0.540909,0.48269,0.473194,0.338432,0.53149,0.573291,0.671502,0.508246,0.567803,0.566404,0.296502,0.670461,0.450384,0.471484,0.404075,0.670315,0.527405,0.552561,0.589123,0.452577,0.54629,0.539734,0.396223,0.618183,0.651025,0.559818,0.414288,0.666657,0.700521,0.496527,0.371655,0.409992,0.524291,0.639924,0.43031,0.321334
102,56,0.532608,0.482738,0.45291,0.458433,0.513022,0.559377,0.630034,0.505641,0.57638,0.566581,0.297005,0.650152,0.423408,0.498263,0.423103,0.638477,0.527695,0.542206,0.603898,0.430321,0.538307,0.53974,0.309444,0.614774,0.643228,0.541991,0.3735,0.67142,0.740971,0.513357,0.419347,0.413712,0.497133,0.642904,0.433189,0.309277
103,59,0.56962,0.528001,0.505779,0.455677,0.550352,0.589465,0.709158,0.50622,0.566389,0.502387,0.364313,0.737727,0.488051,0.490519,0.462943,0.677744,0.545862,0.558679,0.640181,0.48572,0.539694,0.569973,0.398751,0.598056,0.699568,0.55844800000000006,0.418187,0.675514,0.833448,0.573344,0.442359,0.412191,0.51381,0.671044,0.406528,0.370189
104,53,0.538218,0.492266,0.447445,0.372211,0.514753,0.605863,0.692341,0.485884,0.491141,0.511783,0.389842,0.692703,0.488844,0.425917,0.457937,0.697541,0.561008,0.541257,0.508303,0.471437,0.503426,0.534428,0.289431,0.611937,0.616125,0.576668,0.403295,0.60696,0.703812,0.469689,0.429075,0.447265,0.441566,0.576888,0.381407,0.334928
105,54,0.546326,0.450114,0.431619,0.60653,0.509088,0.477837,0.675978,0.539868,0.53228,0.500446,0.342303,0.651968,0.424024,0.495323,0.302262,0.675931,0.487663,0.572154,0.590253,0.423972,0.458875,0.50218,0.328216,0.557163,0.686195,0.526373,0.371805,0.60398,0.695237,0.508312,0.373106,0.374314,0.481365,0.597299,0.339993,0.335652
106,59,0.560595,0.524556,0.484035,0.252262,0.573731,0.546845,0.683934,0.523587,0.573771,0.517969,0.431653,0.673229,0.571486,0.468404,0.381427,0.706334,0.637799,0.580747,0.529674,0.539849,0.465079,0.492946,0.344476,0.647419,0.688633,0.605152,0.385046,0.619196,0.785081,0.523202,0.461417,0.501215,0.549461,0.679498,0.38587,0.324473
107,57,0.556491,0.513047,0.496165,0.276458,0.560239,0.507936,0.650916,0.50691,0.55153,0.493573,0.39191,0.644735,0.553241,0.479827,0.368822,0.701378,0.607939,0.564105,0.521665,0.515563,0.497463,0.49343,0.359262,0.640709,0.670541,0.628455,0.368693,0.633526,0.812024,0.522938,0.406263,0.496539,0.533821,0.662207,0.386031,0.351199
108,54,0.545205,0.498005,0.42337,0.512376,0.52848,0.602363,0.702377,0.53068,0.494725,0.506341,0.339187,0.698182,0.474249,0.465511,0.417042,0.693325,0.521013,0.589901,0.608572,0.434178,0.478662,0.543537,0.335825,0.57075,0.64984,0.561244,0.482052,0.597964,0.565576,0.445886,0.408813,0.424233,0.450374,0.59607,0.388262,0.30365
109,53,0.542544,0.469693,0.458202,0.46881,0.503685,0.506402,0.677575,0.496159,0.528006,0.505143,0.368913,0.664304,0.436564,0.409952,0.369763,0.66589,0.575379,0.547758,0.520676,0.457316,0.472325,0.44996,0.264005,0.573812,0.662465,0.517893,0.286668,0.605012,0.85528,0.537148,0.372458,0.382639,0.478724,0.599026,0.352536,0.324435
110,55,0.538293,0.515303,0.437609,0.330946,0.508088,0.599112,0.69198,0.520075,0.476202,0.509712,0.348358,0.662164,0.462567,0.480218,0.369242,0.671697,0.496193,0.590693,0.609187,0.444254,0.503665,0.569174,0.320043,0.593022,0.632572,0.58496,0.501431,0.630149,0.577566,0.419484,0.404167,0.441326,0.443853,0.587103,0.43469,0.299099
111,51,0.538643,0.483018,0.458477,0.444122,0.494864,0.51015,0.721457,0.503264,0.519543,0.490866,0.353475,0.636417,0.400645,0.445018,0.407246,0.619451,0.562475,0.561363,0.525287,0.476652,0.437027,0.496297,0.278783,0.591104,0.654,0.474508,0.348325,0.644696,0.843622,0.571101,0.415361,0.389387,0.487261,0.588521,0.352828,0.32929
112,57,0.544424,0.521854,0.465661,0.313317,0.558862,0.579221,0.612927,0.571722,0.53118,0.5054,0.432766,0.672714,0.486862,0.49057,0.35924,0.748451,0.575081,0.607136,0.573546,0.483392,0.541957,0.503616,0.314704,0.587823,0.639016,0.572141,0.460869,0.690009,0.650914,0.506251,0.379805,0.491123,0.459906,0.618691,0.455803,0.431079
113,55,0.544745,0.555856,0.503187,0.482753,0.53329,0.577723,0.698851,0.475747,0.534992,0.513752,0.382563,0.695091,0.45826,0.445009,0.435578,0.658253,0.565797,0.570945,0.603998,0.526117,0.491549,0.492633,0.274676,0.641553,0.667234,0.536058,0.332502,0.649729,0.729477,0.451147,0.406872,0.432699,0.462484,0.622727,0.35599,0.343483
114,54,0.531713,0.404069,0.501946,0.288855,0.462048,0.583485,0.720457,0.494738,0.515581,0.507252,0.396691,0.690522,0.426625,0.525914,0.399321,0.73433,0.551175,0.594761,0.574398,0.479597,0.455839,0.508331,0.344941,0.615585,0.648301,0.549461,0.437882,0.664182,0.60152,0.485486,0.392843,0.40636,0.466466,0.538466,0.393433,0.313483
115,57,0.549283,0.494735,0.509185,0.443706,0.531552,0.628086,0.731192,0.579687,0.561992,0.546318,0.364798,0.692558,0.473394,0.515756,0.423501,0.677298,0.58844,0.580962,0.600412,0.432195,0.512094,0.512863,0.353222,0.643101,0.64191,0.568683,0.432458,0.660264,0.712506,0.458859,0.448452,0.390566,0.492302,0.619436,0.449065,0.27055
116,56,0.540105,0.503664,0.468068,0.42978,0.507288,0.540387,0.732344,0.505187,0.573405,0.501085,0.394379,0.676332,0.441051,0.433186,0.323873,0.656897,0.54678,0.594158,0.594947,0.466234,0.531852,0.548802,0.275306,0.641114,0.659837,0.563933,0.372818,0.636857,0.723544,0.447658,0.424587,0.347502,0.412728,0.530151,0.319656,0.30872
117,50,0.546547,0.45387,0.407939,0.415818,0.528845,0.540428,0.600758,0.526648,0.437057,0.457352,0.355653,0.679247,0.472774,0.45082,0.470685,0.675175,0.455811,0.543952,0.51469,0.484918,0.458169,0.46373,0.356052,0.527624,0.661142,0.521754,0.387285,0.588091,0.678121,0.469345,0.339033,0.470491,0.473642,0.654075,0.398412,0.347954
118,57,0.538055,0.52671,0.501881,0.44389,0.533438,0.568658,0.758902,0.524574,0.581632,0.561748,0.301776,0.686733,0.457135,0.47622,0.334778,0.68414,0.590254,0.577693,0.622445,0.44669,0.534122,0.580019,0.262985,0.638443,0.651545,0.561515,0.392864,0.664405,0.749312,0.476402,0.452948,0.37176,0.467291,0.551198,0.38945,0.296309
119,54,0.564225,0.494173,0.462762,0.395545,0.572261,0.53371,0.66479,0.565051,0.532118,0.469109,0.379311,0.715125,0.480952,0.474519,0.486473,0.725135,0.558657,0.619693,0.557239,0.540074,0.467475,0.490264,0.377231,0.571965,0.707076,0.559158,0.433919,0.617914,0.760171,0.487405,0.407929,0.438997,0.505551,0.665653,0.437157,0.387172
120,55,0.544018,0.550409,0.427047,0.48907,0.524504,0.557241,0.659092,0.533204,0.529713,0.516493,0.390406,0.704556,0.451111,0.404005,0.48727,0.705323,0.530999,0.600481,0.508867,0.465024,0.481366,0.499344,0.248924,0.581703,0.683291,0.573241,0.371725,0.570284,0.65583,0.513894,0.398395,0.406128,0.463101,0.621796,0.385313,0.351207
121,54,0.556122,0.483877,0.464947,0.364705,0.563359,0.525764,0.694918,0.593272,0.470922,0.529849,0.348282,0.658524,0.46649,0.480165,0.352006,0.639928,0.525013,0.580029,0.558407,0.454733,0.512332,0.513866,0.337054,0.6105,0.614183,0.524776,0.440269,0.605457,0.795673,0.421547,0.428917,0.351545,0.494454,0.580091,0.447688,0.326876
122,51,0.537697,0.484435,0.420094,0.410435,0.50979,0.489876,0.693614,0.548725,0.552345,0.492941,0.349916,0.644329,0.450826,0.502917,0.43581,0.628876,0.51820600000000006,0.54033,0.537392,0.427354,0.472798,0.482641,0.28395,0.496817,0.639565,0.506413,0.338339,0.614089,0.649296,0.487377,0.375125,0.481312,0.481938,0.643539,0.312136,0.374062
123,49,0.541778,0.450595,0.443686,0.305214,0.505969,0.471878,0.64161,0.550922,0.535282,0.439896,0.362309,0.66292,0.478572,0.498513,0.421086,0.616329,0.495297,0.550981,0.521769,0.431298,0.460817,0.495312,0.31163,0.496974,0.640809,0.513672,0.343001,0.610207,0.693086,0.456034,0.405184,0.473216,0.484887,0.600125,0.255738,0.363554
124,54,0.544179,0.514607,0.468206,0.486096,0.558446,0.615905,0.707792,0.526194,0.491242,0.529049,0.326462,0.695723,0.440731,0.392513,0.37664,0.700671,0.557282,0.553508,0.600464,0.457684,0.48144,0.522803,0.295599,0.663349,0.660561,0.575819,0.41186,0.611553,0.777837,0.450617,0.40353,0.383485,0.445543,0.576969,0.483476,0.296247
125,55,0.537543,0.494821,0.446715,0.427116,0.50983,0.579807,0.720908,0.522441,0.495456,0.506648,0.36227,0.688276,0.43248,0.428043,0.363442,0.686078,0.550167,0.508882,0.573145,0.515121,0.445069,0.50803,0.308666,0.611927,0.606324,0.512204,0.343422,0.553462,0.600197,0.506761,0.420446,0.379952,0.458848,0.5649,0.39549,0.323372
126,54,0.56703,0.418444,0.402308,0.450451,0.537603,0.551375,0.648914,0.485519,0.508712,0.513655,0.366715,0.658642,0.40964,0.43488,0.404418,0.719591,0.57119,0.571443,0.58447,0.401796,0.542965,0.573642,0.30375,0.61883,0.660125,0.533982,0.296216,0.688011,0.874156,0.434648,0.383345,0.45578,0.486491,0.574946,0.431263,0.333063
127,52,0.537741,0.550752,0.439948,0.420964,0.496984,0.593705,0.721412,0.529187,0.481169,0.432869,0.374032,0.683573,0.467817,0.429067,0.411485,0.62239,0.56234,0.571981,0.536831,0.517572,0.43758,0.453381,0.383562,0.618417,0.643354,0.545809,0.480504,0.552467,0.496419,0.435773,0.445335,0.385531,0.532004,0.611649,0.378261,0.298582
128,53,0.531309,0.485929,0.369488,0.391291,0.569759,0.609713,0.659028,0.524731,0.550184,0.480501,0.387849,0.676971,0.533857,0.442662,0.385351,0.718161,0.512481,0.509197,0.582088,0.44674,0.462164,0.478475,0.338489,0.553534,0.640666,0.51124,0.366,0.607181,0.738874,0.390666,0.41158,0.435164,0.436883,0.623685,0.366548,0.285675
129,53,0.520695,0.500364,0.369523,0.467157,0.582465,0.618387,0.621558,0.557304,0.516785,0.477681,0.421952,0.657726,0.468491,0.45211,0.386011,0.710978,0.458644,0.510976,0.588093,0.425136,0.472803,0.510746,0.344379,0.58888,0.617524,0.521902,0.319035,0.642226,0.809009,0.39616,0.370987,0.421674,0.444874,0.594209,0.397961,0.254941
130,58,0.56732,0.469374,0.537963,0.345578,0.463946,0.503977,0.770176,0.522764,0.536103,0.508003,0.355575,0.679614,0.457148,0.45474,0.406245,0.663317,0.622977,0.636327,0.544123,0.510487,0.504456,0.516159,0.293736,0.602546,0.686492,0.569755,0.477568,0.628094,0.71666,0.554212,0.370368,0.422577,0.501219,0.597258,0.355974,0.428774
131,54,0.540476,0.556109,0.388081,0.382041,0.554867,0.528085,0.678618,0.540852,0.46921,0.487918,0.30564,0.666368,0.422715,0.441166,0.447359,0.63998,0.515206,0.578858,0.5357,0.525176,0.491588,0.500932,0.291037,0.595164,0.616251,0.526291,0.357043,0.665706,0.729133,0.435091,0.465612,0.423101,0.474411,0.588125,0.364567,0.351188
132,52,0.539796,0.548823,0.405445,0.39594,0.548616,0.520587,0.690267,0.542019,0.444741,0.483897,0.312766,0.685631,0.404008,0.446362,0.437178,0.641984,0.504012,0.567788,0.534523,0.497821,0.485632,0.474786,0.290636,0.592704,0.63994,0.501533,0.367928,0.64581,0.725785,0.440989,0.437845,0.43597,0.473839,0.621606,0.372452,0.343972
133,55,0.562016,0.44863,0.46242,0.405532,0.549401,0.559344,0.682809,0.507116,0.54812,0.52551,0.451083,0.653546,0.481874,0.448982,0.459056,0.699704,0.547914,0.627374,0.586781,0.446444,0.446964,0.519212,0.327244,0.560853,0.68873,0.57602,0.38768,0.633556,0.825051,0.527761,0.39014,0.438046,0.450823,0.576348,0.398018,0.361395
134,52,0.551121,0.398798,0.43112,0.439581,0.517348,0.555779,0.631547,0.487357,0.545691,0.462957,0.306851,0.659065,0.415553,0.411556,0.381272,0.673836,0.492062,0.549374,0.519668,0.44076,0.448986,0.557588,0.320965,0.568631,0.673424,0.552959,0.375807,0.608505,0.710372,0.513852,0.337069,0.379124,0.45489,0.606236,0.376023,0.315167
135,48,0.543743,0.456499,0.460293,0.358381,0.49218,0.50531,0.672795,0.470513,0.469859,0.485675,0.332316,0.684153,0.458011,0.459491,0.29753,0.669666,0.48959,0.529464,0.527423,0.449694,0.456476,0.497762,0.26465,0.572176,0.669538,0.51982,0.346989,0.591619,0.703068,0.448704,0.400928,0.372139,0.455071,0.562271,0.354933,0.332622
136,55,0.553247,0.516964,0.451626,0.47065,0.508824,0.574046,0.750827,0.556024,0.547681,0.502273,0.388454,0.708193,0.464927,0.480235,0.463644,0.6214,0.515383,0.548718,0.568856,0.437434,0.49224,0.563628,0.376848,0.532957,0.606061,0.604311,0.349065,0.686923,0.721129,0.463896,0.401922,0.43275,0.488127,0.656801,0.41579700000000003,0.350307
137,53,0.536797,0.489083,0.412414,0.329127,0.534004,0.583109,0.634634,0.500966,0.442279,0.416264,0.396244,0.681677,0.517114,0.44741,0.297713,0.691877,0.564575,0.523208,0.585339,0.423639,0.498224,0.551492,0.421019,0.589697,0.674877,0.594661,0.439434,0.583184,0.756265,0.457749,0.414758,0.39836,0.386249,0.564389,0.409891,0.389928
138,60,0.551088,0.576902,0.517731,0.52603,0.557475,0.569711,0.725553,0.555348,0.574013,0.581639,0.38563,0.68733,0.447332,0.471676,0.52216,0.679752,0.575086,0.635716,0.572435,0.53156,0.488975,0.537346,0.231178,0.625931,0.674377,0.517806,0.365841,0.664032,0.703047,0.539574,0.384865,0.36857,0.484907,0.637008,0.431205,0.297566
